id,predict_0,predict_1,predict_2
11066,0.953411140076,0.0460349294273,0.000553930497151
18000,0.587365188672,0.223065525344,0.189569285984
16964,0.708613194295,0.197880663473,0.0935061422319
4795,0.327256854334,0.545065423324,0.127677722342
3392,0.150096227358,0.469622338601,0.380281434041
3795,0.976842338919,0.0211716628846,0.00198599819654
2881,0.913682734655,0.0857685270895,0.00054873825535
1903,0.934780923813,0.0625935272021,0.00262554898448
5245,0.902079246879,0.0961957610654,0.00172499205531
6726,0.950511888082,0.0486062435428,0.000881868375637
1311,0.610737586746,0.383034035318,0.00622837793613
15795,0.226538405273,0.754947234497,0.0185143602299
4315,0.980706417528,0.0182976757778,0.000995906694453
3393,0.163946028154,0.79083479747,0.045219174376
6764,0.967992942575,0.0314847521964,0.000522305228911
13039,0.952652998054,0.040402149828,0.00694485211758
12331,0.972375838569,0.0271216774426,0.000502483988024
14276,0.340354849644,0.658857772513,0.000787377843006
14638,0.716841223304,0.182974151458,0.100184625238
6573,0.113248709983,0.871829794217,0.0149214958008
2222,0.918440486741,0.0806813357157,0.000878177543081
8824,0.971918548499,0.026500579647,0.00158087185443
6360,0.988722846142,0.00981469549646,0.00146245836179
7553,0.184816727994,0.640337004913,0.174846267094
13760,0.557428569736,0.440874992665,0.00169643759875
4284,0.272906433259,0.714746681311,0.0123468854298
1356,0.265418862312,0.215620301678,0.518960836011
3410,0.979392843827,0.0199735060384,0.000633650134434
4830,0.759142984994,0.203302164637,0.0375548503687
8998,0.148246822838,0.14808752479,0.703665652372
18052,0.483417669276,0.460465236436,0.0561170942876
7539,0.18694962489,0.797664472833,0.0153859022771
9529,0.97707772732,0.0223499053963,0.000572367283688
3656,0.837164073207,0.161388739639,0.00144718715415
14238,0.656337242419,0.334948289247,0.00871446833365
2682,0.983559918764,0.0158743625126,0.000565718723783
7312,0.981526822397,0.0177731698736,0.00070000772986
12971,0.129749564823,0.170774094028,0.69947634115
10735,0.241595405757,0.331548747147,0.426855847096
4050,0.478366288267,0.18920314101,0.332430570723
5943,0.982455879655,0.0157854106719,0.00175870967266
6482,0.169741536058,0.741101111424,0.0891573525177
9746,0.910761887798,0.0883369071584,0.000901205043866
13320,0.382487017597,0.615566069136,0.00194691326636
803,0.952304345017,0.0471266528087,0.000569002174223
15437,0.782558076913,0.132508268503,0.0849336545838
12302,0.0903024834912,0.897291493369,0.0124060231393
12271,0.255600064871,0.741498028305,0.00290190682396
5341,0.266482656991,0.272488352068,0.461028990941
4427,0.973865125275,0.0255611252408,0.000573749484237
529,0.963752866168,0.0323238680679,0.00392326576408
2022,0.98844843641,0.0109535279724,0.000598035617767
14625,0.138793211047,0.144428265815,0.716778523138
2922,0.605622856341,0.104949755942,0.289427387717
16330,0.974095633983,0.0252649149048,0.000639451112737
12890,0.989674239338,0.00920240693376,0.00112335372857
2140,0.857495374802,0.14072783056,0.00177679463803
13484,0.974326628129,0.0251070348921,0.000566336978788
12392,0.550755514608,0.44475636567,0.00448811972284
2322,0.784908250585,0.107677835245,0.10741391417
567,0.221836951311,0.777531261099,0.000631787589825
4436,0.974097497088,0.0243549728041,0.00154753010808
12156,0.963269434648,0.0347364362454,0.00199412910695
7508,0.578685887431,0.199748265958,0.221565846611
6184,0.963664738609,0.0346469144243,0.00168834696703
12213,0.987196238184,0.0112906958943,0.00151306592147
6458,0.587337694661,0.225630083831,0.187032221508
13967,0.270668876628,0.72413778854,0.00519333483275
894,0.883947760087,0.114417941366,0.00163429854612
7461,0.972103910154,0.0256074916725,0.00228859817371
8949,0.92152741575,0.0743138948224,0.00415868942778
3477,0.981447001506,0.0180428558605,0.000510142633289
2779,0.273995716089,0.724267033858,0.00173725005307
13551,0.575498141349,0.421982916283,0.00251894236713
8297,0.876224726278,0.0775172948987,0.0462579788232
5050,0.358737676886,0.249804028013,0.391458295101
10716,0.161496054744,0.237173227132,0.601330718124
16075,0.753219506194,0.245342831803,0.00143766200221
1366,0.358545007173,0.627095645317,0.0143593475106
774,0.208450542488,0.789862910574,0.00168654693866
7406,0.609096495677,0.317619887754,0.0732836165689
2526,0.750784639768,0.247662836113,0.00155252411899
9649,0.312401094516,0.0476147674718,0.639984138013
16115,0.346417628523,0.245204691955,0.408377679523
14749,0.121974823806,0.877156926202,0.000868249991746
14952,0.213271386095,0.78309199811,0.00363661579523
4786,0.814243915982,0.107261993895,0.0784940901222
16513,0.665086905194,0.184170038782,0.150743056024
2002,0.915071394628,0.0838866127641,0.00104199260832
4701,0.783469214939,0.213945131143,0.00258565391757
7742,0.565790550204,0.423992181323,0.0102172684723
5905,0.156566188025,0.281496130217,0.561937681759
685,0.783527716806,0.214639877246,0.0018324059478
11857,0.811516983879,0.186376343422,0.00210667269839
11628,0.977417378342,0.021543600585,0.00103902107325
15024,0.782427181327,0.155818600304,0.0617542183687
4168,0.943434484799,0.0559599914437,0.000605523757682
11914,0.979806185722,0.0195774862165,0.000616328061661
5293,0.132348336373,0.11376486635,0.753886797277
3374,0.392510110387,0.606230179611,0.00125971000179
13055,0.183559874953,0.486449548899,0.329990576148
17759,0.610162103704,0.385707793737,0.00413010255834
590,0.129475950786,0.685974606364,0.18454944285
1353,0.983611363607,0.0157249034629,0.000663732929662
11938,0.129541076877,0.200886145934,0.669572777189
1018,0.961233231784,0.0370663509656,0.00170041725007
14945,0.23639429067,0.0986904603284,0.664915249002
1001,0.326570241322,0.637002301316,0.0364274573616
3587,0.878124290304,0.12101543343,0.000860276265458
868,0.962722215219,0.012326625935,0.0249511588457
9296,0.890147913305,0.0858323008346,0.0240197858606
12455,0.364471486472,0.624063266006,0.0114652475218
17132,0.217275413777,0.7808852092,0.00183937702285
10240,0.957733793523,0.0409483395281,0.00131786694917
3696,0.634873151823,0.363469589924,0.00165725825283
10355,0.986515190433,0.0127748252046,0.000709984362378
2206,0.912803124354,0.0858320313377,0.00136484430839
14590,0.990948099017,0.00819123384601,0.00086066713681
13191,0.284702436637,0.685611586153,0.02968597721
5882,0.950901089342,0.0196150191893,0.0294838914692
12653,0.933824657835,0.0652070615631,0.000968280601991
1491,0.184904028415,0.775930990015,0.0391649815704
1176,0.859260173165,0.139958505532,0.000781321303261
11246,0.125674030988,0.375870331361,0.498455637651
14557,0.945275530259,0.0149344416651,0.0397900280756
4772,0.923577250935,0.0731328221519,0.00328992691312
17192,0.370602023441,0.132195689861,0.497202286698
10637,0.274162438878,0.722782085292,0.00305547582936
3281,0.187273760244,0.80170476801,0.0110214717462
3191,0.551400133773,0.345664158471,0.102935707756
672,0.225605964934,0.748248979462,0.0261450556035
6301,0.206089715675,0.687328233199,0.106582051126
10309,0.128857576672,0.749664112345,0.121478310982
1734,0.974736897306,0.0235550314804,0.00170807121338
2990,0.218505869409,0.697506435735,0.083987694856
5746,0.121271532785,0.127164422318,0.751564044896
15289,0.683779593013,0.314558358739,0.00166204824811
2971,0.944436649811,0.0549245198509,0.000638830337673
9771,0.931478934415,0.0671116762016,0.00140938938301
11253,0.979067016455,0.0202895508697,0.000643432675755
14576,0.946216243759,0.053153627811,0.00063012843046
4688,0.985294764464,0.0132859116491,0.00141932388697
14469,0.61270792224,0.300452369026,0.0868397087339
9298,0.944884232138,0.0545779213878,0.000537846474143
