id,predict_0,predict_1,predict_2
2,0.580710412005,0.415627425573,0.003662162422
3,0.78042384908,0.157342863774,0.0622332871465
4,0.804712302778,0.186526522875,0.00876117434661
7,0.475731431392,0.49739976981,0.0268687987984
9,0.10460337276,0.8643295541,0.03106707314
10,0.941685438715,0.0434988774799,0.0148156838049
11,0.622683317503,0.373319020448,0.00399766204902
12,0.883859724624,0.111830547784,0.0043097275911
14,0.312011049765,0.681401732849,0.00658721738546
15,0.952568321339,0.0445061758335,0.0029255028273
16,0.589123468041,0.337597778647,0.0732787533112
17,0.797465917316,0.196434051899,0.00610003078527
18,0.987354992989,0.0110966838052,0.00154832320555
21,0.121113769003,0.794768908748,0.0841173222489
22,0.870964620527,0.125779109077,0.00325627039564
25,0.619589599589,0.333141473321,0.04726892709
30,0.948480790466,0.04814933524,0.00336987429353
32,0.653380385775,0.34345465987,0.00316495435523
34,0.505812688068,0.279001712977,0.215185598956
35,0.402757100582,0.578340418346,0.0189024810725
36,0.820768756423,0.175667288839,0.00356395473887
37,0.883859724624,0.111830547784,0.0043097275911
39,0.970254167443,0.023372050017,0.00637378254034
40,0.117829924427,0.152766845516,0.729403230057
41,0.673451918394,0.322311553907,0.00423652769913
42,0.183497270108,0.80376105049,0.0127416794029
45,0.278470338403,0.511237572715,0.210292088882
46,0.960627656164,0.0383934938226,0.000978850013631
47,0.941934615766,0.0482533187403,0.00981206549397
48,0.401485652595,0.0748060688335,0.523708278571
50,0.465872915265,0.422976072386,0.111151012348
51,0.22242655611,0.763829747356,0.0137436965336
52,0.962538821324,0.0350385054022,0.00242267327399
56,0.376845338553,0.617682866586,0.00547179486063
58,0.791974540748,0.200719228345,0.00730623090674
62,0.978951504553,0.0191982343371,0.00185026110973
63,0.967609939764,0.0306493827645,0.00174067747186
65,0.209150297566,0.26724703414,0.523602668293
66,0.319972088715,0.305848430242,0.374179481043
70,0.451724687259,0.0957341053792,0.452541207361
71,0.941685438715,0.0434988774799,0.0148156838049
72,0.320596554092,0.58020193081,0.099201515098
73,0.927742575244,0.070666401485,0.00159102327062
74,0.789647905786,0.20680619934,0.00354589487331
76,0.65756838659,0.337916624974,0.00451498843633
77,0.726998475972,0.257393797612,0.0156077264167
78,0.2916093246,0.525047214609,0.18334346079
82,0.278201180107,0.708324803245,0.0134740166477
85,0.166740612754,0.0545451006739,0.778714286572
86,0.974668611552,0.0235830076037,0.00174838084387
87,0.704465112789,0.268578183237,0.0269567039744
95,0.981242302166,0.016790197509,0.00196750032483
96,0.506807327485,0.046290998473,0.446901674042
97,0.854333474317,0.0558827736038,0.0897837520794
98,0.974668611552,0.0235830076037,0.00174838084387
100,0.970254167443,0.023372050017,0.00637378254034
101,0.894003413186,0.103881272224,0.00211531458949
102,0.943536866928,0.0533875739939,0.00307555907806
103,0.430486031744,0.543022491622,0.0264914766338
106,0.885113038994,0.069425859849,0.0454611011568
108,0.555488990113,0.439064251001,0.00544675888562
109,0.883859724624,0.111830547784,0.0043097275911
110,0.883859724624,0.111830547784,0.0043097275911
113,0.208983257171,0.0456064902321,0.745410252597
114,0.767647303325,0.229131166198,0.00322153047751
116,0.909344039455,0.0756980016472,0.0149579588973
117,0.757330608727,0.213808889429,0.0288605018436
118,0.587301162339,0.380197551842,0.0325012858187
121,0.985856126337,0.01266870606,0.00147516760268
122,0.980248003775,0.0126266245866,0.00712537163833
123,0.854081534798,0.127645397442,0.01827306776
124,0.962075253295,0.0354219529556,0.00250279374899
126,0.389093062588,0.606926219366,0.00398071804565
127,0.70353237039,0.254768523114,0.0416991064963
128,0.848519036004,0.147392287891,0.00408867610522
133,0.424684334998,0.557226967411,0.0180886975911
136,0.168053134576,0.47459156347,0.357355301955
137,0.726932498825,0.26911907916,0.0039484220148
140,0.294140276286,0.693267602929,0.0125921207854
141,0.247878538453,0.746355946005,0.00576551554208
143,0.891682380896,0.0946085043427,0.0137091147615
144,0.919609661328,0.0790776629908,0.00131267568118
145,0.16846815827,0.0285985908951,0.802933250835
147,0.195184542732,0.0602929615812,0.744522495686
148,0.430450372543,0.564182707364,0.00536692009374
150,0.38805648612,0.588141895525,0.023801618355
151,0.903564873813,0.0814479253887,0.0149872007982
153,0.554357180757,0.395317877844,0.0503249413987
155,0.891507759384,0.106791548599,0.00170069201679
156,0.767647303325,0.229131166198,0.00322153047751
160,0.166335791463,0.801785570161,0.0318786383769
163,0.278470338403,0.511237572715,0.210292088882
164,0.611326068201,0.384191966591,0.00448196520797
165,0.634879712704,0.346187404481,0.0189328828147
166,0.974266405664,0.0238668642225,0.00186673011322
167,0.671880299427,0.318239312192,0.00988038838103
168,0.820768756423,0.175667288839,0.00356395473887
169,0.952527038055,0.0432170657586,0.00425589618639
170,0.489505111792,0.0677155181364,0.442779370072
171,0.65756838659,0.337916624974,0.00451498843633
172,0.0987757296505,0.230883194849,0.6703410755
173,0.596000559482,0.400574152828,0.00342528768962
174,0.122783651024,0.860352059917,0.0168642890591
175,0.952527038055,0.0432170657586,0.00425589618639
176,0.15389595509,0.277319187499,0.568784857411
180,0.767647303325,0.229131166198,0.00322153047751
